Stocks,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y CAGR,Beta,Alpha,5Y HISREVGTH
ADITYA,-,5.59,10.45,13.64,13.70,0.26,76.51,10.83
GSBFIN,-,5.58,9.30,19.24,6.00,-1.11,-1.81,-37.66
SGNTE,-,5.58,0.69,-61.95,29.43,-,-,3.71
ESSARSEC,-,5.57,3.90,278.61,-30.06,0.55,36.11,-19.01
PRADIP,Textiles,5.57,1.05,-0.03,-14.88,1.09,22.10,-36.16
SHARDFI,-,5.57,12.75,0.37,5.25,-,-,27.54
AMALGAM,-,5.55,20.00,-50.48,-9.50,-,-,-36.90
SIDDHA,-,5.55,5.55,2.21,38.99,-0.31,-,-1.47
RCCL,-,5.55,16.50,-2.08,-6.26,0.79,-0.79,-20.42
ARAVALIS,-,5.55,3.66,69.33,5.88,-0.25,-,-2.92
CDG,-,5.54,18.00,-39.57,-6.09,-0.01,-,61.27
BERLDRG,-,5.53,10.90,24.04,-7.27,1.54,19.56,1.57
MFSINTRCRP,-,5.51,12.73,-550.56,5.37,-,-,-
MANAV,Construction & Engineering,5.50,8.05,-0.84,-,0.14,-,-21.00
SURYVANSP,-,5.50,11.21,-7.05,-0.60,0.10,-,-15.72
CITIPOR,-,5.50,17.75,275.12,25.51,-,-,9.69
CLIOINFO,-,5.48,4.98,-12.46,41.11,-0.32,-,-5.11
SUNILTX,-,5.46,13.00,7.58,-15.29,0.33,-,-18.13
EUROLED,-,5.46,12.20,25.99,1.53,-,-,-9.08
HIPPOCABS,-,5.44,33.95,271.99,-,-,-,-
RAMSONS,-,5.43,18.05,14.67,14.71,-,-,7.59
LAKPRE,Industrial Machinery,5.42,4.95,-0.14,-33.84,1.49,-22.61,-6.93
TFSL,-,5.42,18.05,-780539820179445632.00,0.68,-,-,25.54
IYKOTHITE,-,5.41,8.90,180.49,22.32,-0.19,-,-6.37
SHIVAGR,-,5.41,10.80,54.15,10.86,-,-,8.25
BINDALEXPO,-,5.41,11.75,25.74,-6.05,-,-,-1.15
AGIOPAPER,-,5.40,3.35,-4.39,12.85,0.10,-,-
NIDHGRN,-,5.40,72.00,77.14,15.58,-,-,-17.40
TRITON,-,5.40,0.27,-3.72,-,0.04,-,-68.70
MPAGI,-,5.39,9.29,179.73,11.54,-,-,20.83
KANDAGIRI,-,5.39,14.00,-6.06,-24.85,-0.64,-,-50.98
TRIMURTHI,-,5.39,6.65,-1.44,-3.02,0.70,-,10.39
JAIHINDS,-,5.38,6.30,538.44,0.98,-0.21,-,-12.94
CONTICON,-,5.38,8.76,-44.87,7.51,0.27,-,4.84
CONFINT,-,5.38,5.25,221577101666628384.00,51.86,0.77,71.37,-37.18
OLPCL,-,5.35,3.28,-0.96,-27.16,-0.00,-,-27.99
UNIOFFICE,-,5.34,3.62,-14.83,-5.01,0.64,68.54,0.00
SYLPH,-,5.32,3.57,531.93,7.05,-,-,-42.89
SPARCSYS,-,5.31,10.87,-2.66,26.32,-0.42,-,20.11
PASARI,-,5.31,3.85,23.10,13.21,0.90,21.16,100.62
GROWINGTON,-,5.30,9.50,66.24,-8.73,-,-16.12,-29.31
SW1,-,5.29,58.80,37.80,-19.60,-,-,5.81
JLL,-,5.29,17.58,-264.48,-,-,-,3.96
PATIDAR,-,5.27,9.58,32.93,-5.86,1.01,-,6.01
RAJGASES,-,5.26,9.79,-47.83,14.66,-,-,-
INNOCORP,-,5.23,6.59,9.69,20.26,-,-,-18.66
AGRIMONY,-,5.22,4.58,27.46,-4.78,-,-,-46.59
REGENCY,-,5.21,9.75,12.11,-,-0.28,-15.71,58.31
KKFIN,-,5.21,9.30,57.87,12.77,-,-,-22.57
PUROHITCON,-,5.21,11.82,-2.78,9.73,0.20,-,-43.26
SAWABUSI,-,5.19,4.99,23.59,6.16,0.91,96.75,1.36
REGENCERAM,Building Products - Ceramics,5.16,1.95,-1.01,-,0.74,-,-52.00
RICHAIND,-,5.15,2.20,-0.11,-37.94,0.45,4.21,-40.72
RELICTEC,-,5.14,14.29,13.19,-4.88,-0.47,-,8.37
POLYTEX,-,5.14,3.81,13.19,-7.74,-0.18,-,7.28
SCHABLON,-,5.13,16.25,-5.64,-0.54,0.74,-,-52.37
CHANDNIMACH,-,5.13,15.90,256.58,-,-,-,-
SIKOZY,-,5.13,1.15,147777010889675296.00,10.44,-,-,-3.88
MEWATZI,-,5.12,12.80,512.00,-,-,-,-23.97
BMAL,-,5.11,2.76,-3.99,-32.01,-,-,-54.92
SEASONST,-,5.09,6.80,-6.45,1.16,0.34,2.10,-15.58
SUJANAUNI,Iron & Steel,5.07,0.30,-0.04,-28.45,0.01,84.24,-55.03
SVPHOUSING,-,5.06,4.53,-56.27,-30.23,-0.22,-,-
ANJANIFIN,-,5.06,4.99,12.05,-1.01,0.55,-,6.31
PUSHPREALM,Real Estate,5.06,4.85,-1.33,-,-,-,63.27
MMLF,-,5.04,5.04,12.30,-5.31,-,-,-1.68
SHRIBCL,-,5.04,10.50,126.00,20.23,-,-,-9.45
BALGOPAL,-,5.04,3.05,0.87,-,-,-,12.68
SABEVENTS,Publishing,5.03,4.80,-3.29,-37.32,0.47,41.26,-0.68
BGLOBAL,IT Services & Consulting,4.99,3.15,71.29,-,1.12,13.05,-18.34
GRAVITY,-,4.97,5.52,-16.56,3.27,0.52,50.95,-34.17
GENERAAGRI,-,4.96,2.45,123.92,-,0.57,8.23,-21.88
BNRUDY,-,4.95,16.50,17.07,-15.28,0.26,43.18,-27.64
ACEWIN,-,4.93,4.80,11.20,-19.94,1.71,-1.53,13.03
CATECH,-,4.93,0.62,-0.74,-,0.45,-,-2.02
CHOTHANI,-,4.90,9.50,61.28,-,-,-,8.61
MATHEWE,-,4.89,7.35,48.88,-40.47,1.28,-,-25.00
ASIAPAK,-,4.87,18.45,54.07,4.48,-,-,-53.07
RLF,-,4.86,4.87,-7.48,29.64,-1.44,-,-25.51
SHRAJSYNQ,-,4.86,3.55,-0.20,-21.22,1.22,-,-32.00
HYPERSOFT,-,4.86,11.44,486.39,4.41,-,-,-21.06
MNPLFIN,-,4.86,5.80,5.86,-1.26,-,-,-13.83
PECOS,-,4.85,37.05,-7.47,-11.92,-,-,-10.53
BHRKALM,-,4.85,0.66,-48.51,-,-,-,-
KZLFIN,-,4.81,15.83,34.39,10.13,0.19,-,12.10
SEVENHILL,-,4.81,0.37,-19.24,8.16,-,-,-
MODRNSH,-,4.81,16.40,160.23,-4.95,0.36,-,-3.84
SONISOYA,Commodities Trading,4.79,9.30,22.83,-,-,-,86.36
ISTRNETWK,-,4.79,2.25,-43.57,-31.34,0.77,-,-
KBSINDIA,-,4.78,5.61,79.67,19.31,0.97,-,-9.89
CMBL,-,4.77,13.75,-171922213615092288.00,-,-,-,12.47
WAGEND,-,4.76,1.01,-0.83,-35.43,-,-,40.26
AIHL,-,4.76,22.75,95.13,-,-,-,-15.43
EPIC,-,4.75,6.59,-7.43,-6.04,-0.19,-,-40.46
TRINITYLEA,-,4.73,9.34,-9.86,11.50,-,-,13.05
PROVESTSER,-,4.73,5.70,11.00,-,-0.93,-,-47.22
KOCL,-,4.73,3.15,-31.52,-1.97,0.11,-,-
HOTELRUGBY,Restaurants & Cafes,4.73,3.30,-94.53,-8.34,0.22,54.25,-14.33
SITAENT,-,4.72,15.75,16.29,5.62,0.38,-,22.22
RANJEET,-,4.72,7.15,58.99,-,-,-,2.56
TAVERNIER,-,4.71,7.88,-12.40,-9.44,-,-,-5.12
IDM,-,4.71,21.40,-52.31,2.68,-0.03,-,-
AML,-,4.69,4.38,31.27,-,0.80,33.48,-
ESHAMEDIA,-,4.68,6.00,117.10,0.78,-,-,-54.95
MDRNSTL,-,4.68,3.40,-0.09,-14.84,-0.39,-,-8.05
LIBORD,-,4.67,9.35,-467.50,-2.11,0.42,-,-13.88
GOLCA,-,4.67,7.19,466.64,3.75,-,-,0.62
SWRNASE,-,4.67,15.55,7.52,-0.14,-,-,17.39
SYBLY,-,4.65,5.08,-7.63,-4.09,1.43,9.84,-31.33
LONTE,-,4.65,15.51,-3.06,0.54,1.21,7.29,3.66
AVSL,Specialty Chemicals,4.62,32.10,0.79,3.75,-,-,4.38
FRANKLININD,-,4.62,12.77,115.41,-,0.17,21.45,59.93
SIPL,-,4.60,12.89,5.11,-0.09,0.31,2.17,-0.18
HASTIFIN,-,4.60,4.24,8.36,-16.18,0.17,-,4.96
ARISE,-,4.59,9.18,20.86,7.75,-,-,2.22
SWAGTAM,-,4.59,38.55,-229.47,-,-,-,-20.13
RICHUNV,-,4.58,6.32,14.79,-15.30,-,-,42.59
PIFL,-,4.58,12.28,41.66,9.76,-,-,-0.63
METKORE,Iron & Steel,4.58,0.65,-0.24,-27.07,1.35,7.85,-48.39
TWINSTAR,-,4.57,2.03,-1.35,2.10,0.60,22.68,-
BLOIN,-,4.56,9.70,-21.74,17.13,-,-,54.38
RAMSARUP,Iron & Steel,4.56,1.35,-0.08,-6.11,1.53,282.95,-64.06
JAINMARMO,-,4.54,14.50,-50.44,0.00,-,-,-27.88
GUJINV,-,4.53,6.03,150.95,4.24,-,-,1.22
OSWALOR,-,4.52,3.50,2.96,4.56,-,-,26.31
VISIONCO,-,4.51,2.26,150.44,0.72,1.17,43.36,32.81
ZMULTIPU,-,4.50,9.10,-10.24,-11.77,-,-,16.95
DOLPHMED,-,4.50,2.98,-14.52,27.63,2.05,54.50,52.97
TALWALKARS,Wellness Services,4.50,1.45,0.29,-,1.65,-110.78,-9.76
GARWAMAR,-,4.49,7.78,32.04,-6.68,0.82,83.80,-8.02
DDIL,-,4.48,13.99,-149.23,2.28,-,-,-10.75
UNJHAFOR,-,4.48,9.99,37.30,-1.96,0.78,16.20,-0.52
RAMAPETRO,-,4.47,4.27,-2.48,-3.11,-0.43,-,-11.49
REALSTR,-,4.47,7.47,-0.32,-5.69,-0.41,-21.08,-8.29
CORPOCO,-,4.46,6.19,16.51,-5.24,0.47,-0.92,19.53
VAPIPPR,-,4.45,19.50,14.35,20.90,-0.08,-,-4.28
VAGHANI,-,4.44,8.50,-221.85,-12.14,-,-,-52.63
OZONEWORLD,-,4.43,11.98,9.85,-24.70,-0.67,-16.70,-16.79
TRICOMFRU,-,4.43,2.32,-0.16,-0.51,-,-,-
ASHISHPO,-,4.42,13.00,13.38,6.47,0.50,38.42,3.52
RAJPUTANA,-,4.41,14.33,220.68,-,-,-,-41.18
VINAYAKPOL,-,4.41,14.32,-23.22,8.78,-,-,-5.41
COMPUPN,-,4.41,1.47,441.02,-,0.26,-,-51.10
SEASONF,-,4.41,5.96,-1.66,-1.99,0.42,45.99,-29.55
AUROCOK,-,4.39,6.94,39.87,2.92,0.30,-,-1.87
HITTCO,-,4.37,7.09,-19.85,12.70,0.64,-,-5.80
GALADAFIN,-,4.35,14.50,-48.33,-7.05,-,-,-9.99
RBGUPTA,-,4.34,7.29,-217.24,3.33,-,-,-4.60
MODCL,-,4.33,14.01,-108.23,-,-,-,-27.88
KMFBLDR,-,4.32,3.55,12.72,-5.78,-,-,-3.81
RGIL,-,4.32,12.00,144.05,-1.36,-,-,-30.69
WELLNESS,-,4.32,13.50,-4.28,-9.95,-,-,73.87
ADCON,-,4.31,12.15,35.95,-0.52,-,-,12.63
DEVHARI,-,4.31,0.58,430.84,-38.00,-0.64,-79.86,-49.88
TPROJECT,-,4.31,2.13,-25.33,-,0.56,1.40,-10.73
RIDINGS,-,4.30,3.46,143.47,-,-,-,-21.66
LORDSHOTL,-,4.30,5.75,-11.30,-7.06,-2.25,81.17,-6.90
MINID,-,4.30,12.45,33.04,25.94,-,-,-30.77
QUASAR,-,4.28,8.00,-214.10,-31.03,-,-,44.27
GOLECHA,-,4.28,7.78,14.76,-7.82,-,-,6.40
ORTEL,Cable & D2H,4.28,1.30,-0.19,-60.57,1.74,2.17,-18.47
ALCHEM,Pharmaceuticals,4.27,3.80,-0.09,-29.58,0.18,23.91,-47.60
NEELKAN,-,4.26,8.45,2.77,-0.65,-,-,21.64
STDSHOE,-,4.25,8.20,-32.73,-5.57,-,-,-
NOVATEOR,-,4.25,8.79,212.46,-,-,-,41.77
UNISHIRE,-,4.24,1.74,42.38,-24.34,-,-,-2.02
VALLABHSQ,-,4.23,8.55,-0.20,-24.65,0.11,-,-47.03
DELTA,-,4.21,7.80,-35.06,-31.31,-0.56,14.04,-15.29
NAVIGANT,-,4.19,13.30,10.75,13.70,-,-,30.02
THIRDFIN,-,4.15,18.80,-51.88,14.97,-,-,79.88
CHEMOPH,-,4.14,27.60,15.92,0.07,-0.10,37.54,6.46
MODWOOL,-,4.14,45.45,-206.80,45.79,-0.38,-,-
ENTRINT,-,4.13,13.85,5.99,20.46,0.62,-,-22.49
SKRABUL,-,4.13,8.24,476457171097308992.00,0.37,-,-,-35.30
SHARIABEES,Equity,4.12,444.87,-,19.44,0.33,12.24,-
KACL,-,4.10,0.78,4.37,-30.24,-,-,-1.17
TRIVIKRAMA,-,4.09,5.77,-102.31,1.45,-,-,-2.95
GANGOTRI,Apparel & Accessories,4.08,1.25,-135.89,-,2.44,56.06,-72.15
SYMBIOX,-,4.07,1.30,50.84,-44.64,1.22,42.12,8.34
ARCEEIN,-,4.06,7.90,10.68,14.99,0.07,-,19.37
SBLI,-,4.06,50.00,405.63,-,-,-,-
KLGCAP,-,4.04,12.63,101.12,-9.12,-0.43,63.65,28.47
BITL,-,4.04,2.34,404.27,-4.33,0.79,108.01,4.00
PRISMMEDI,-,4.01,6.62,-30.88,-26.06,1.14,-53.03,156.82
GALAGEX,-,4.00,14.66,5.98,-7.24,-,-,-1.76
SPECTRA,-,4.00,5.65,-0.73,-21.86,0.68,2.47,-84.80
INDRENEW,-,4.00,13.20,-44.40,53.68,0.72,9.32,-
JAINCO,-,3.99,3.99,399.00,3.01,-0.03,-,-72.01
HINDBIO,-,3.96,3.86,-4.21,10.53,1.24,74.61,-
SHRICON,-,3.94,31.75,393.70,14.69,-,-,21.06
NAGTECH,-,3.94,4.20,-2.17,15.09,0.06,-,104.08
SRIND,-,3.93,2.00,-1.47,-19.65,1.23,-26.15,-19.97
SIPIND,-,3.93,8.40,-20.67,16.17,-,-,-
EPSOMPRO,-,3.91,5.25,-18.63,-5.59,-0.50,-,24.57
MONGIPA,-,3.91,12.80,9.31,12.04,0.34,-,14.69
SIFL,-,3.91,9.77,-13.96,-,-,-,-38.28
DEVINE,-,3.91,4.10,195.41,-16.21,-0.43,-,-3.96
CKPLEISURE,"Hotels, Resorts & Cruise Lines",3.91,3.30,-0.64,-,-,-,-
FLORATX,-,3.90,6.50,6.84,-5.33,-,-,-1.50
MNIL,-,3.90,11.64,77.93,-29.97,0.28,-,4.56
HEMANG,-,3.89,2.95,-0.77,-24.47,-,-,-50.09
NAVODAYENT,-,3.89,10.10,10.52,-,-,-,-
TERRASCOPE,-,3.86,2.34,6.23,-56.93,-,-146.27,49.17
SALSAIN,-,3.84,12.00,2.76,5.32,-,-,31.25
ORGCOAT,-,3.84,5.00,-1.78,-17.40,1.13,-,-19.22
FFPL,-,3.83,4.78,-14.20,-1.33,-,-,-
STARLITE,-,3.83,2.24,-3.19,-45.36,0.67,-61.98,-45.73
KARANWO,-,3.83,4.65,-10.08,29.84,-,-,24.57
FRUTION,-,3.83,9.57,11.26,-10.48,-0.10,-,-52.65
HBLEAS,-,3.81,3.44,-76.11,6.34,0.97,69.34,3.71
PVVINFRA,-,3.80,6.52,3.31,-9.04,0.75,-7.02,-46.48
GMETCOAL,-,3.79,19.15,-0.28,-4.81,1.74,23.19,-79.14
SICLTD,-,3.78,0.54,-14.53,-42.17,-0.40,-,-3.48
BILLWIN,-,3.77,17.70,62.86,-,-,-,134.72
RASSIREF,-,3.77,8.00,10.77,-15.66,2.08,-,9.44
INFRAIND,-,3.77,6.30,-7.25,-0.35,-0.30,-,-23.31
GCMCOMM,-,3.77,5.07,47.07,14.20,-,-,-30.57
BAZELINTER,-,3.75,25.80,-11.04,-,-,-,5.59
ATHCON,-,3.75,5.00,-11.36,-41.73,-,-,-
PADMALAYAT,-,3.74,2.20,-53.43,12.15,1.77,11.99,-50.15
INCEPTUM,-,3.73,9.07,-93.23,-,-,-,-
ADISHAKTI,-,3.73,8.18,-1671307646315074.00,-,-,-,-
JMGCORP,-,3.73,1.61,-2.96,7.92,-,-,32.71
JTAPARIA,-,3.73,2.30,-372.60,-32.97,0.55,49.57,0.00
BHATEXT,-,3.70,6.32,9.74,-,-,-,9.10
BNL,-,3.69,4.80,9.97,-22.65,-0.18,-6.27,-14.41
KAKTEX,-,3.68,6.34,-6.70,-1.96,0.74,-,-3.72
SUDAI,-,3.68,5.00,-0.27,-10.28,0.03,-,3.35
MONIND,-,3.68,10.00,-2.15,-17.36,-,-,-75.94
TRANSWIND,Construction & Engineering,3.68,5.50,-4.04,-,0.97,-,-5.66
KAYPOWR,-,3.67,3.45,91.77,-5.43,1.88,-,-9.16
JUMBO,Packaging,3.64,15.30,11.75,12.11,0.61,18.83,-0.07
CRIMSON,-,3.59,8.10,9.44,2.67,-,-,-27.25
SUNRAJDI,-,3.58,6.71,-1.34,1.20,-,-,-22.96
SHRMFGC,-,3.56,4.29,-32.37,-0.95,-,-,-
EUROCERA,Building Products - Ceramics,3.54,1.05,-0.01,-30.55,1.02,10.90,-8.61
TSPIRITUAL,-,3.54,1.77,-3.08,18.42,-0.69,61.20,-36.52
MCLTD,-,3.53,3.66,-8.41,18.75,-,-,-18.75
GRATEXI,-,3.53,11.63,176.47,1.12,-0.13,-,8.56
AHIMSA,Plastic Products,3.53,23.25,44.12,-1.95,-,-,-18.33
VANICOM,-,3.52,8.55,88.06,-30.43,-1.26,-,17.43
NIFTYEES,Equity,3.52,20100.00,-,19.26,0.87,29.12,-
KONNDOR,-,3.52,6.37,117.17,20.86,0.55,-,-29.80
GARODCH,-,3.51,4.88,-19.52,-31.33,-,-,-
SMEL,-,3.51,7.02,351.00,-,-,-,3.03
MEHIF,-,3.50,7.00,-87.50,15.95,-0.34,-,-19.47
BERYLSE,-,3.49,7.20,12.04,-4.36,-,-,2.59
SYTIXSE,-,3.49,6.97,11.24,14.19,-,-,10.85
USHAKIRA,-,3.47,13.65,12.86,22.74,-0.59,-,18.64
QUEST,-,3.47,3.47,-0.81,16.03,0.43,-,-4.36
KUMPFIN,-,3.47,7.30,-3.94,-,-,-,-
EUROMULTI,Technology Hardware,3.45,1.30,-0.24,-2.82,1.09,16.18,-47.65
RLFL,-,3.43,0.64,171.39,-41.98,0.71,73.05,7.71
DHENUBUILD,-,3.42,1.87,-3.49,-13.13,-,-,-40.08
ADVPETR-B,-,3.42,38.00,13.15,7.89,-,-,10.75
GISOLUTION,Construction & Engineering,3.40,3.45,-1.35,0.00,-,-,82.06
SANTOSHF,-,3.40,9.65,-2.98,-4.02,0.35,-,-24.63
ZGAEKWAR,-,3.40,17.00,-1.72,-23.95,-,-,-17.34
SKILVEN,-,3.38,8.50,-84.40,-19.34,-,-,-50.10
OMNIAX,-,3.37,1.96,-21.09,9.95,-0.70,-,-
NBFOOT,-,3.33,2.47,-9.81,-14.23,-,-,-
KWALITYCL,-,3.32,7.87,-6.78,-,-,-,-20.56
PANKAJPO,-,3.32,5.99,-332.08,-10.70,0.11,-,-25.24
APLAYA,-,3.31,0.23,330.74,-,-,-,3.49
MAYUR,-,3.31,6.84,-2.76,-22.17,0.94,9.71,-22.74
BACPHAR,-,3.30,5.61,-14.37,-9.83,-0.09,-,3.13
PADAMCO,-,3.30,8.52,-47.14,-19.08,-,-,-27.52
SSPNFIN,-,3.29,8.69,65.81,-0.70,-,1.09,-2.50
SUNCITYSY,-,3.29,6.65,-0.85,-2.81,-,-,-28.94
RAINBOWDQ,-,3.28,2.47,-0.44,-22.14,0.49,-,-44.73
VASA,Textiles,3.27,5.45,3.84,-,0.49,-,11.95
KAMRLAB,-,3.26,5.57,-2.55,-19.28,-,-,-17.98
TALWGYM,Wellness Services,3.26,1.05,0.05,-,-,-156.55,-
ADVENT,-,3.25,2.00,-16.27,-19.12,0.44,21.42,-
ACEMEN,-,3.25,10.50,14.15,-5.28,-,-,-22.10
MAHALXSE,-,3.25,6.16,8.13,-5.33,-,-,-27.57
IVZINNIFTY,Equity,3.24,1944.00,-,17.72,1.01,3.29,-
KAPILCO,-,3.22,31.00,-64.48,-26.55,-,-,-28.89
QUINTEGRA,Software Services,3.22,1.20,-,-,0.10,-,-
ZDHJERK,-,3.22,7.85,-2.27,-18.63,0.83,-17.28,0.80
CINERAD,-,3.21,6.18,-64.27,2.55,-,-,-6.17
MASL,-,3.21,3.49,-2.34,-10.12,-,-,-27.56
KORE,-,3.18,2.73,-12.72,-1.87,0.32,-,-43.62
PAOS,-,3.17,5.20,-0.96,-2.02,-,-,-5.59
DHARFIN,-,3.17,6.35,-,-1.10,-0.72,43.13,-25.83
PIONAGR,-,3.16,7.30,8.32,-5.27,-,-,-47.87
NOVAPUB,-,3.15,9.98,314.68,-37.94,-0.12,-15.39,2.79
ELANGO,-,3.13,8.21,78.33,8.30,0.10,-,-16.74
SHKALYN,-,3.12,3.13,-39.03,0.85,-,-,-13.72
RFSL,-,3.12,8.31,7.08,-8.69,-,-,14.24
BVL,-,3.12,10.38,-4.72,-25.09,-,-,-8.57
ANNAINFRA,-,3.09,8.14,11.05,-0.98,-,-,-2.45
GBGLOBAL,Textiles,3.08,9.30,-0.03,-,1.30,101.90,-47.05
REMITR,-,3.08,15.41,38.52,3.14,-,-,-18.65
RAJVIR,Textiles,3.08,7.70,-0.09,-,-,-,-18.32
SHESHAINDS,-,3.07,6.20,-1.77,9.60,-,-,-21.59
KRISHNACAP,-,3.06,9.70,20.42,13.95,-0.74,-,-19.04
CITYONLINE,-,3.06,5.93,-1.44,-1.82,-,-,-7.90
SIPTL,-,3.05,0.61,-,-9.41,-,-,45.72
VBDESAI,-,3.05,6.73,15.24,-5.90,0.65,32.67,9.06
SRMENERGY,-,3.04,3.36,-0.15,-12.36,-,-,-
RAJATH,-,3.04,7.60,152.00,-12.30,-,-,-1.55
SPICEISL,-,3.04,7.06,-1.39,-20.11,-0.19,30.87,-22.25
KCSL,-,3.03,6.00,13.79,-10.42,-,-,-0.88
NETFDIVOPP,Equity,3.03,45.71,-,16.24,0.60,12.53,-
VIKALPS,-,3.02,9.90,-302.14,-4.71,-,-,-11.65
VIRTUALS,-,3.01,2.92,-1.50,2.99,-,-,-14.34
MACINTR,-,2.99,7.53,172504422257556928.00,-14.52,-,-,-8.39
CIL,-,2.97,5.51,-27.04,-1.02,-0.10,-,-23.98
KANSAFB,-,2.97,5.24,14.86,-1.14,-,-,-
GFIL,-,2.97,9.88,-3.38,-,-,-,-
HITKITGLO,-,2.96,0.80,296.00,27.23,0.45,-,-12.47
SHRINIWAS,-,2.95,7.38,294.98,-28.17,-,-,-8.81
KGES,-,2.95,14.00,294.92,-,-,-,56.21
ALPSMOTOR,-,2.95,0.29,-13.39,-,0.96,-,11.46
MEGLON,-,2.94,5.89,-26.77,-16.72,-,-,-42.92
EASTBUILD,-,2.94,15.68,-565473871533122048.00,17.50,-,-,3.60
CONCRETE,-,2.93,3.89,292.62,-,-,-,-38.73
KHOOBSURAT,-,2.92,0.22,292.26,-31.70,0.60,17.28,-33.92
MUNOTHFI,-,2.91,5.67,-26.47,-9.85,-,-,-10.91
PRESOFI,-,2.91,8.81,-9.70,-,-,-,-8.64
NUTECGLOB,-,2.91,9.08,-2.72,-3.48,-,-,-8.32
INDRAIND,-,2.91,4.49,-0.88,-16.41,0.25,-,-38.48
MPCOSEMB,-,2.91,8.11,-41.53,-,-,-,-
KIRANPR,-,2.86,5.71,-6.08,10.10,0.09,-,22.05
JHACC,-,2.79,4.32,-7.16,1.86,0.16,-,-33.30
MAYURFL,-,2.79,5.50,-15.50,-0.07,-,-,19.71
FUTURSEC,-,2.78,14.27,-92.75,4.41,-,-,-4.90
JPTSEC,-,2.78,9.25,-92.69,-17.36,0.43,-,0.00
AANANDALAK,-,2.78,7.94,-0.62,-,-,-,-34.86
VKAL,-,2.76,8.22,46.00,-,-,-,15.41
ATHARVENT,-,2.75,1.62,-99223306990226768.00,-3.54,0.95,44.45,-32.30
FGP,-,2.75,2.31,316794788224418688.00,-0.17,-0.63,66.44,21.49
ABVL,-,2.73,13.20,45.56,0.78,-,-,92.21
DGL,-,2.73,2.77,-0.12,-,-,-,-56.86
SUPERBAK,-,2.72,9.00,11.82,-4.04,0.08,-,32.82
VINRKLB,-,2.71,4.50,-45.21,-,-,-,-
CFL,-,2.69,4.40,-29.89,-,-,-,-32.18
IDFNIFTYET,Equity,2.67,187.00,-,18.23,0.73,15.64,-
CENTERAC,-,2.67,2.42,-133.52,4.20,-,-,-40.51
IFINSER,-,2.66,8.84,5.92,-10.10,1.21,11.51,17.22
FOCUS,-,2.66,11.98,24.20,-,-,-,-
WOMENNET,-,2.64,6.08,264.46,4.67,-0.18,-,-26.72
VINTAGES,-,2.64,7.20,264.01,-13.05,-,-,3.13
GSLSEC,-,2.64,8.12,-263.90,44.25,-,-,28.47
HARIAAPL,-,2.61,1.71,-1.09,-13.10,1.17,-7.49,-28.37
GOLDCOINHF,-,2.61,8.71,-43.56,-7.70,-1.31,-,-42.52
SUNGOLD,-,2.61,1.42,87.11,-6.15,0.00,-,7.34
HEMORGANIC,-,2.61,7.52,-52.13,-9.00,0.28,-,-45.61
SHASHANK,-,2.60,8.41,-260.19,-,-,-,24.19
KABRADG,-,2.60,5.92,-14.43,-3.02,-0.74,94.38,-
RTEXPO,-,2.59,5.95,-43.23,-9.52,-,-,0.08
UNITEDTE,-,2.59,8.64,-51.84,7.39,0.12,-,-2.43
CHMBBRW,-,2.59,3.46,129.56,-20.05,0.00,-,0.00
GAGANPO,-,2.59,2.59,-8.09,-0.83,0.26,39.56,-51.10
ABCGAS,-,2.57,13.00,-6.28,-12.19,0.33,-,-22.26
PERFECT,Home Electronics & Appliances,2.57,10.25,-16.07,-6.05,0.00,-,-27.44
SOURCEIND,-,2.57,2.25,-21.38,9.64,0.63,-,-6.51
VBIND,-,2.56,1.95,-7.99,-,0.39,-,-54.46
HANSUGAR,-,2.55,4.39,-5.32,-,-,-,83.84
CKFSL,Diversified Financials,2.55,0.35,0.76,-,-,-,-
UNIWORTH,-,2.55,0.75,-0.33,-8.97,0.71,-,-41.51
PROGREXV,-,2.54,7.05,-28.23,-11.52,-,-,-12.94
GUJCMDS,-,2.54,156.75,25.38,-3.57,-0.35,-,-43.57
VISVEN,-,2.52,103.00,42.06,-,-,-,146.50
SNTCL,-,2.50,3.21,-35.74,-,0.82,-40.12,-10.69
JAYBHCR,-,2.50,5.00,-3.16,-5.74,-,-,-6.95
NICCOUCO,-,2.49,0.30,-0.38,-,-,-,23.52
SURFI,-,2.49,6.29,-3.51,-10.58,-0.31,-,-47.70
RAHME,-,2.48,7.05,-1.16,-7.21,-,-,-
YARNSYN,-,2.47,6.61,-7.05,2.06,-,-,-
KDLL,-,2.46,7.60,-61.56,-,-,-,-10.99
PADMAIND,-,2.46,4.05,-9.85,-34.66,1.01,-91.25,-14.70
PANKAJPIYUS,-,2.45,61.30,-27.24,4.16,-0.26,18.16,6.38
PRIYALT,-,2.43,8.10,-0.44,-27.34,0.60,-53.70,-65.67
INTEGFD,-,2.43,7.58,121.42,28.78,-,-,-9.25
EXPLICITFIN,-,2.42,2.61,-80.63,-14.99,-,-,3.47
LEDOTEA,-,2.40,27.85,12.02,-20.25,1.16,-,-0.32
RSCINT,-,2.40,4.18,-0.86,4.78,-,-,11.84
CINDRELL,-,2.39,5.75,-10.87,15.40,-,-,24.57
MADHUVEER,-,2.37,2.50,273262572718153376.00,-5.46,-,-,4.94
MINFY,-,2.37,4.30,-5.04,-11.00,-,-,-48.85
