Date,High,Low,Open,Close,Volume,Adj Close
"Nov 19, 2018",10774.7,10688.8,10731.25,10763.4,272100,10763.4
"Nov 20, 2018",10740.85,10640.85,10740.1,10656.2,295200,10656.2
"Nov 21, 2018",10671.3,10562.35,10670.95,10600.05,300900,10600.05
"Nov 22, 2018",10646.25,10512.0,10612.65,10526.75,239500,10526.75
"Nov 28, 2018",10757.8,10699.85,10708.75,10728.85,424500,10728.85
"Nov 29, 2018",10883.05,10782.35,10808.7,10858.7,691300,10858.7
"Nov 30, 2018",10922.45,10835.1,10892.1,10876.75,453900,10876.75
"Dec 03, 2018",10941.2,10845.35,10930.7,10883.75,409700,10883.75
"Dec 04, 2018",10890.95,10833.35,10877.1,10869.5,322100,10869.5
"Dec 05, 2018",10821.05,10747.95,10820.45,10782.9,312300,10782.9
"Dec 06, 2018",10722.65,10588.25,10718.15,10601.15,318500,10601.15
"Dec 07, 2018",10704.55,10599.35,10644.8,10693.7,325800,10693.7
"Dec 10, 2018",10558.85,10474.95,10508.7,10488.45,381300,10488.45
"Dec 11, 2018",10567.15,10333.85,10350.05,10549.15,425500,10549.15
"Dec 12, 2018",10752.2,10560.8,10591.0,10737.6,360500,10737.6
"Dec 13, 2018",10838.6,10749.5,10810.75,10791.55,376200,10791.55
"Dec 14, 2018",10815.75,10752.1,10784.5,10805.45,340100,10805.45
"Dec 17, 2018",10900.35,10844.85,10853.2,10888.35,296900,10888.35
"Dec 18, 2018",10915.4,10819.1,10850.9,10908.7,286100,10908.7
"Dec 19, 2018",10985.15,10928.0,10930.55,10967.3,312100,10967.3
"Dec 20, 2018",10962.55,10880.05,10885.2,10951.7,318900,10951.7
"Dec 21, 2018",10963.65,10738.65,10944.25,10754.0,377500,10754.0
"Dec 24, 2018",10782.3,10649.25,10780.9,10663.5,223400,10663.5
"Dec 26, 2018",10747.5,10534.55,10635.45,10729.85,263700,10729.85
"Dec 27, 2018",10834.2,10764.45,10817.9,10779.8,456100,10779.8
"Dec 28, 2018",10893.6,10817.15,10820.95,10859.9,245500,10859.9
"Dec 31, 2018",10923.55,10853.2,10913.2,10862.55,180900,10862.55
"Jan 02, 2019",10895.35,10735.05,10868.85,10792.5,309700,10792.5
"Jan 03, 2019",10814.05,10661.25,10796.8,10672.25,286200,10672.25
"Jan 04, 2019",10741.05,10628.65,10699.7,10727.35,296600,10727.35
"Jan 07, 2019",10835.95,10750.15,10804.85,10771.8,269400,10771.8
"Jan 08, 2019",10818.45,10733.25,10786.25,10802.15,277700,10802.15
"Jan 09, 2019",10870.4,10749.4,10862.4,10855.15,333000,10855.15
"Jan 10, 2019",10859.35,10801.8,10859.35,10821.6,254400,10821.6
"Jan 11, 2019",10850.15,10739.4,10834.75,10794.95,260800,10794.95
"Jan 14, 2019",10808.0,10692.35,10807.0,10737.6,298800,10737.6
"Jan 15, 2019",10896.95,10777.55,10777.55,10886.8,310700,10886.8
"Jan 16, 2019",10928.15,10876.9,10899.65,10890.3,276500,10890.3
"Jan 17, 2019",10930.65,10844.65,10920.85,10905.2,271700,10905.2
"Jan 18, 2019",10928.2,10852.2,10914.85,10906.95,323800,10906.95
"Jan 21, 2019",10987.45,10885.75,10919.35,10961.85,288800,10961.85
"Jan 22, 2019",10949.8,10864.15,10949.8,10922.75,300800,10922.75
"Jan 23, 2019",10944.8,10811.95,10931.05,10831.5,298900,10831.5
"Jan 24, 2019",10866.6,10798.65,10844.05,10849.8,361100,10849.8
"Jan 25, 2019",10931.7,10756.45,10859.75,10780.55,463400,10780.55
"Jan 28, 2019",10804.45,10630.95,10792.45,10661.55,419700,10661.55
"Jan 29, 2019",10690.35,10583.65,10653.7,10652.2,356900,10652.2
"Jan 30, 2019",10710.2,10612.85,10702.25,10651.8,410100,10651.8
"Jan 31, 2019",10838.05,10678.55,10690.55,10830.95,604800,10830.95
"Feb 01, 2019",10983.45,10813.45,10851.35,10893.65,482300,10893.65
"Feb 04, 2019",10927.9,10814.15,10876.75,10912.25,318300,10912.25
"Feb 05, 2019",10956.7,10886.7,10908.65,10934.35,268100,10934.35
"Feb 06, 2019",11072.6,10962.7,10965.1,11062.45,298500,11062.45
"Feb 07, 2019",11118.1,11043.6,11070.45,11069.4,263500,11069.4
"Feb 08, 2019",11041.2,10925.45,11023.5,10943.6,352800,10943.6
"Feb 11, 2019",10930.9,10857.1,10930.9,10888.8,286000,10888.8
"Feb 12, 2019",10910.9,10823.8,10879.7,10831.4,292300,10831.4
"Feb 14, 2019",10792.7,10718.75,10786.1,10746.05,627000,10746.05
"Feb 15, 2019",10785.75,10620.4,10780.25,10724.4,521900,10724.4
"Feb 18, 2019",10759.9,10628.4,10738.65,10640.95,345400,10640.95
"Feb 19, 2019",10722.85,10585.65,10636.7,10604.35,291500,10604.35
"Feb 20, 2019",10752.7,10646.4,10655.45,10735.45,289200,10735.45
"Feb 21, 2019",10808.85,10721.5,10744.1,10789.85,279600,10789.85
"Feb 22, 2019",10801.55,10758.4,10782.7,10791.65,396800,10791.65
"Feb 25, 2019",10887.1,10788.05,10813.25,10880.1,385900,10880.1
"Feb 26, 2019",10888.75,10729.3,10775.3,10835.3,415000,10835.3
"Feb 27, 2019",10939.7,10751.2,10881.2,10806.65,381100,10806.65
"Feb 28, 2019",10865.7,10784.85,10865.7,10792.5,644200,10792.5
"Mar 01, 2019",10877.9,10823.1,10842.65,10863.5,308500,10863.5
"Mar 05, 2019",10994.9,10817.0,10864.85,10987.45,373200,10987.45
"Mar 06, 2019",11062.3,10998.85,11024.85,11053.0,372600,11053.0
"Mar 07, 2019",11089.05,11027.1,11077.95,11058.2,321200,11058.2
"Mar 08, 2019",11049.0,11008.95,11038.85,11035.4,326600,11035.4
"Mar 11, 2019",11180.9,11059.85,11068.75,11168.05,352200,11168.05
"Mar 12, 2019",11320.4,11227.0,11231.35,11301.2,391300,11301.2
"Mar 13, 2019",11352.3,11276.6,11326.2,11341.7,383000,11341.7
"Mar 14, 2019",11383.45,11313.75,11382.5,11343.25,294500,11343.25
"Mar 15, 2019",11487.0,11370.8,11376.85,11426.85,463700,11426.85
"Mar 18, 2019",11530.15,11412.5,11473.85,11462.2,320300,11462.2
"Mar 19, 2019",11543.85,11451.25,11500.3,11532.4,326100,11532.4
"Mar 20, 2019",11556.1,11503.1,11553.35,11521.05,366300,11521.05
"Mar 22, 2019",11572.8,11434.55,11549.2,11456.9,386200,11456.9
"Mar 25, 2019",11395.65,11311.6,11395.65,11354.25,294500,11354.25
"Mar 26, 2019",11496.75,11352.45,11375.2,11483.25,282600,11483.25
"Mar 27, 2019",11546.2,11413.0,11531.45,11445.05,350400,11445.05
"Mar 28, 2019",11588.5,11452.45,11463.65,11570.0,527700,11570.0
"Apr 01, 2019",11738.1,11644.75,11665.2,11669.15,379600,11669.15
"Apr 02, 2019",11729.35,11655.85,11711.55,11713.2,386100,11713.2
"Apr 03, 2019",11761.0,11629.15,11735.3,11643.95,365800,11643.95
"Apr 04, 2019",11662.55,11559.2,11660.2,11598.0,349000,11598.0
"Apr 05, 2019",11689.65,11609.5,11638.4,11665.95,266700,11665.95
"Apr 08, 2019",11710.3,11549.1,11704.35,11604.5,260900,11604.5
"Apr 09, 2019",11683.9,11569.7,11612.05,11671.95,300500,11671.95
"Apr 10, 2019",11680.05,11571.75,11646.85,11584.3,359900,11584.3
"Apr 11, 2019",11606.7,11550.55,11592.55,11596.7,279800,11596.7
"Apr 12, 2019",11657.35,11578.8,11612.85,11643.45,246000,11643.45
"Apr 15, 2019",11704.6,11648.25,11667.0,11690.35,290000,11690.35
"Apr 16, 2019",11810.95,11731.55,11736.2,11787.15,354300,11787.15
"Apr 18, 2019",11856.15,11738.5,11856.15,11752.8,339700,11752.8
"Apr 22, 2019",11727.05,11583.95,11727.05,11594.45,260400,11594.45
